"External ID","Display Name","Section Name","Action/ID","Code","Domain","Financial Report/ID","Formulas","Group by","Hide If Zero","Is growth good when positive","Parent/ID","Print On New Page","Sequence","Show Domain","Special Date Changer","Type","Level"
"__export__.account_financial_html_report_line_150_20921b59","Liikearvo","Liikearvo","","BAGW","[('account_id.user_type_id', '=', 21)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_128_719fd5e2","False","2","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_130_2d9a56aa","Sijoitukset","Sijoitukset","","BAS","","","balance = BAOK.balance + BASK.balance + BAOY.balance + BASY.balance + BAMO.balance + BAMS.balance","","False","True","__export__.account_financial_html_report_line_119_d21d2174","False","2","Foldable","Use given dates","Float","2"
"__export__.account_financial_html_report_line_155_abf14066","Koneet ja kalusto","Koneet ja kalusto","","BAKO","[('account_id.user_type_id', '=', 28)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_129_5893a919","False","2","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_185_9e994c6d","Saamiset omistusyhteysyrityksiltä","Saamiset omistusyhteysyrityksiltä","","BASLY","[('account_id.user_type_id', 'in', [53,54])]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_174_8fd8bcc6","False","2","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_177_9b15c3ae","Saamiset omistusyhteysyrityksiltä","Saamiset omistusyhteysyrityksiltä","","BASPY","[('account_id.user_type_id', '=', 44)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_173_f8023b1a","False","2","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_145_3c3b5ae1","Muut pakolliset varaukset","Muut pakolliset varaukset","","BPPM","[('account_id.user_type_id', '=', 78)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_125_46036b84","False","2","Foldable","Use given dates","Float","2"
"__export__.account_financial_html_report_line_137_97a5ef8d","Arvonkorotusrahasto","Arvonkorotusrahasto","","BPOA","[('account_id.user_type_id', '=', 66)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_123_b4507ebc","False","2","Foldable","Use given dates","Float","2"
"__export__.account_financial_html_report_line_121_225ce1e0","V a s t a a v a a","V a s t a a v a a","","BAT","","__export__.account_financial_html_report_6_d8bdec57","balance = BAP.balance + BAV.balance","","False","True","","False","2","Foldable","Use given dates","Float","0"
"__export__.account_financial_html_report_line_133_154df95f","Rahoitusarvopaperit","Rahoitusarvopaperit","","BAR","","","balance = BARM.balance + BARMA.balance + BARK.balance","","False","True","__export__.account_financial_html_report_line_120_566144b2","False","2","Foldable","Use given dates","Float","2"
"__export__.account_financial_html_report_line_196_9cb185fc","Yhtiöjärjestyksen tai sääntöjen mukaiset rahastot","Yhtiöjärjestyksen tai sääntöjen mukaiset rahastot","","JARJ","[('account_id.user_type_id', '=', 69)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_138_d3c5aa8a","False","2","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_193_40946fb3","Muut arvopaperit","Muut arvopaperit","","BARMA","[('account_id.user_type_id', '=', 62)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_133_154df95f","False","2","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_201_2c8c070d","Vaihtovelkakirjalainat","Vaihtovelkakirjalainat","","BPVPV","[('account_id.user_type_id', '=', 81)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_146_bbc35a9c","False","2","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_214_f58bd08a","Vaihtovelkakirjalainat","Vaihtovelkakirjalainat","","BPVLV","[('account_id.user_type_id', '=', 94)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_147_8d7465f3","False","2","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_170_43dea338","Valmiit tuotteet/tavarat","Valmiit tuotteet/tavarat","","BAVOV","[('account_id.user_type_id', '=', 38)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_131_afca02c8","False","2","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_164_b959eae9","Osuudet omistusyhteysyrityksissä","Osuudet omistusyhteysyrityksissä","","BAOY","[('account_id.user_type_id', '=', 33)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_130_2d9a56aa","False","2","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_138_d3c5aa8a","Muut rahastot","Muut rahastot","","BPOM","","","balance = SVOP.balance + VARA.balance + JARJ.balance + KAYV.balance + MRAH.balance","account_id","False","True","__export__.account_financial_html_report_line_123_b4507ebc","False","3","Foldable","Use given dates","Float","2"
"__export__.account_financial_html_report_line_186_00149b42","Lainasaamiset","Lainasaamiset","","BASLL","[('account_id.user_type_id', '=', 55)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_174_8fd8bcc6","False","3","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_171_c225b587","Muu vaihto-omaisuus","Muu vaihto-omaisuus","","BAVOM","[('account_id.user_type_id', 'in', [39,40])]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_131_afca02c8","False","3","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_165_9518a58e","Saamiset omistusyhteysyrityksiltä","Saamiset omistusyhteysyrityksiltä","","BASY","","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_130_2d9a56aa","False","3","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_151_5c787cec","Muut pitkävaikutteiset menot","Muut pitkävaikutteiset menot","","BAMPM","[('account_id.user_type_id', '=', 22)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_128_719fd5e2","False","3","Foldable","Use given dates","Float","3"
"__export__.account_financial_html_report_line_122_948fc524","False","","","","","__export__.account_financial_html_report_6_d8bdec57","","","False","True","","False","3","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_215_f0e36cc0","Lainat rahoituslaitoksilta","Lainat rahoituslaitoksilta","","BPVLL","[('account_id.user_type_id', '=', 95)]","","balance = -sum.balance","account_id","False","True","__export__.account_financial_html_report_line_147_8d7465f3","False","3","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_178_0eed94c4","Lainasaamiset","Lainasaamiset","","BSPL","[('account_id.user_type_id', '=', 45)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_173_f8023b1a","False","3","Foldable","Use given dates","Float","4"
"__export__.account_financial_html_report_line_134_c17930f2","Rahat ja pankkisaamiset","Rahat ja pankkisaamiset","","BARA","[('account_id.user_type_id', '=', 63)]","","balance = sum.balance","account_id","False","True","__export__.account_financial_html_report_line_120_566144b2","False","3","Foldable","Use given dates","Float","2"
